Scientific Name,Drugs.com URL,Adult Dosage,Pediatric Dosage,Renal Dose,Liver Dose
RITUXIMAB,https://www.drugs.com/dosage/rituximab.html,"for:




non-Hodgkin's Lymphoma


Lymphoma


Rheumatoid Arthritis


Chronic Lymphocytic Leukemia


Wegener's Granulomatosis


Microscopic Polyangiitis


Pemphigus","for:




Wegener's Granulomatosis


Microscopic Polyangiitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
PONESIMOD,https://www.drugs.com/dosage/ponesimod.html,"for:




Multiple Sclerosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CASPOFUNGIN,https://www.drugs.com/dosage/caspofungin.html,"for:




Febrile Neutropenia


Candidemia


Esophageal Candidiasis


Aspergillosis - Invasive","for:




Febrile Neutropenia


Candidemia


Esophageal Candidiasis


Aspergillosis - Invasive








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",https://www.drugs.com/dosage/aluminum-hydroxide-magnesium-hydroxide-simethicone.html,"for:




Dyspepsia


Flatulence","for:




Dyspepsia


Flatulence








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
ACETYLCYSTEINE,https://www.drugs.com/dosage/acetylcysteine.html,"for:




Acetaminophen Overdose


Diagnostic Bronchograms


Mucolytic","for:




Acetaminophen Overdose


Diagnostic Bronchograms


Mucolytic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Dialysis


Other Comments",,
PERAMPANEL,https://www.drugs.com/dosage/perampanel.html,"for:




Epilepsy


Seizures","for:




Epilepsy


Seizures




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ORITAVANCIN,https://www.drugs.com/dosage/oritavancin.html,"for:




Skin and Structure Infection




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LUTROPIN ALFA,https://www.drugs.com/dosage/lutropin-alfa.html,"for:




Follicle Stimulation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CAPTOPRIL,https://www.drugs.com/dosage/captopril.html,"for:




Hypertension


Congestive Heart Failure


Left Ventricular Dysfunction


Diabetic Nephropathy


Hypertensive Emergency




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SUGAMMADEX,https://www.drugs.com/dosage/sugammadex.html,"for:




Reversal of Nondepolarizing Muscle Relaxants




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SERTRALINE,https://www.drugs.com/dosage/sertraline.html,"for:




Depression


Obsessive Compulsive Disorder


Panic Disorder


Post Traumatic Stress Disorder


Social Anxiety Disorder


Premenstrual Dysphoric Disorder","for:




Obsessive Compulsive Disorder








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
"EZETIMIBE, SIMVASTATIN",https://www.drugs.com/dosage/ezetimibe-simvastatin.html,"for:




Hyperlipidemia


Homozygous Familial Hypercholesterolemia","for:




Hyperlipidemia


Homozygous Familial Hypercholesterolemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MAGNESIUM SULFATE,https://www.drugs.com/dosage/magnesium-sulfate.html,"for:




Hypomagnesemia


Atrial Tachycardia


Pre-eclampsia/Eclampsia


Constipation


Barium Poisoning


Seizures


Cerebral Edema","for:




Constipation




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dialysis


Other Comments",,
TEMOZOLOMIDE,https://www.drugs.com/dosage/temozolomide.html,"for:




Anaplastic Astrocytoma


Glioblastoma Multiforme","for:




Anaplastic Astrocytoma


Glioblastoma Multiforme




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
CEFIXIME,https://www.drugs.com/dosage/cefixime.html,"for:




Urinary Tract Infection


Otitis Media


Tonsillitis/Pharyngitis


Gonococcal Infection - Uncomplicated","for:




Otitis Media


Urinary Tract Infection


Tonsillitis/Pharyngitis


Bronchitis


Gonococcal Infection - Uncomplicated


Bacterial Infection








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"MAGALDRATE, SIMETHICONE",https://www.drugs.com/dosage/magaldrate-simethicone.html,"for:




Dyspepsia


Flatulence




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis",,,
MIRABEGRON,https://www.drugs.com/dosage/mirabegron.html,"for:




Urinary Incontinence


Urinary Frequency


Overactive Bladder Syndrome","for:




Bladder Muscle Dysfunction - Overactive




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
DESLORATADINE,https://www.drugs.com/dosage/desloratadine.html,"for:




Allergic Rhinitis


Urticaria","for:




Allergic Rhinitis


Urticaria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
SELEXIPAG,https://www.drugs.com/dosage/selexipag.html,"for:




Pulmonary Hypertension




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LORATADINE,https://www.drugs.com/dosage/loratadine.html,"for:




Allergic Rhinitis


Urticaria","for:




Allergic Rhinitis


Urticaria




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"GLECAPREVIR, PIBRENTASVIR",https://www.drugs.com/dosage/glecaprevir-pibrentasvir.html,"for:




Chronic Hepatitis C","for:




Chronic Hepatitis C




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
CYTARABINE,https://www.drugs.com/dosage/cytarabine.html,"for:




Acute Nonlymphocytic Leukemia


Acute Lymphocytic Leukemia


Meningeal Leukemia","for:




Acute Nonlymphocytic Leukemia


Acute Lymphocytic Leukemia


Meningeal Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
TUCATINIB,https://www.drugs.com/dosage/tucatinib.html,"for:




Breast Cancer


Colorectal Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
DAROLUTAMIDE,https://www.drugs.com/dosage/darolutamide.html,"for:




Prostate Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
LAMOTRIGINE,https://www.drugs.com/dosage/lamotrigine.html,"for:




Epilepsy


Bipolar Disorder


Lennox-Gastaut Syndrome","for:




Epilepsy


Lennox-Gastaut Syndrome








Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
AMPHOTERICIN B,https://www.drugs.com/dosage/amphotericin-b.html,"for:




Ocular Fungal Infection


Aspergillosis - Invasive


Blastomycosis


Candida Urinary Tract Infection


Candidemia


Coccidioidomycosis


Cryptococcal Meningitis - Immunocompetent Host


Histoplasmosis - Immunocompetent Host


Oral Thrush


Sporotrichosis


Leishmaniasis


Mucormycosis - Invasive


Systemic Fungal Infection","for:




Blastomycosis


Candidemia


Cryptococcal Meningitis - Immunosuppressed Host


Systemic Fungal Infection


Sporotrichosis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
ANIFROLUMAB,https://www.drugs.com/dosage/anifrolumab.html,"for:




Systemic Lupus Erythematosus




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
GLIMEPIRIDE,https://www.drugs.com/dosage/glimepiride.html,"for:




Diabetes Type 2","for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TRALOKINUMAB,https://www.drugs.com/dosage/tralokinumab.html,"for:




Atopic Dermatitis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
CEFTRIAXONE,https://www.drugs.com/dosage/ceftriaxone.html,"for:




Urinary Tract Infection


Bacterial Infection


Septicemia


Pneumonia


Osteomyelitis


Joint Infection


Bacteremia


Bronchitis


Gonococcal Infection - Uncomplicated


Intraabdominal Infection


Meningitis


Pelvic Inflammatory Disease


Skin or Soft Tissue Infection


Skin and Structure Infection


Surgical Prophylaxis


Chancroid


Conjunctivitis


Endocarditis


Bacterial Endocarditis Prophylaxis


Epididymitis - Sexually Transmitted


Gonococcal Infection - Disseminated


Lyme Disease - Neurologic


Lyme Disease - Carditis


Lyme Disease - Arthritis


Meningococcal Meningitis Prophylaxis


Neurosyphilis


Proctitis


Salmonella Gastroenteritis


Salmonella Enteric Fever


STD Prophylaxis


Syphilis - Early","for:




Bacteremia


Joint Infection


Osteomyelitis


Septicemia


Bacterial Infection


Urinary Tract Infection


Meningitis


Otitis Media


Skin and Structure Infection


Bronchitis


Pneumonia


Intraabdominal Infection


Gonococcal Infection - Uncomplicated


Gonococcal Infection - Disseminated


Meningococcal Meningitis Prophylaxis


Endocarditis


Bacterial Endocarditis Prophylaxis


Lyme Disease


Salmonella Enteric Fever


Salmonella Gastroenteritis


STD Prophylaxis


Conjunctivitis


Ocular Infection


Chancroid


Surgical Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
RIBOCICLIB,https://www.drugs.com/dosage/ribociclib.html,"for:




Breast Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ENCORAFENIB,https://www.drugs.com/dosage/encorafenib.html,"for:




Non-Small Cell Lung Cancer


Melanoma - Metastatic


Colorectal Cancer




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BINIMETINIB,https://www.drugs.com/dosage/binimetinib.html,"for:




Melanoma - Metastatic




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
MEFLOQUINE,https://www.drugs.com/dosage/mefloquine.html,"for:




Malaria


Malaria Prophylaxis","for:




Malaria


Malaria Prophylaxis




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
"INSULIN DEGLUDEC, LIRAGLUTIDE",https://www.drugs.com/dosage/insulin-degludec-liraglutide.html,"for:




Diabetes Type 2




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
SOMATROGON,https://www.drugs.com/dosage/somatrogon.html,,"for:




Pediatric Growth Hormone Deficiency




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,
METHYLDOPA,https://www.drugs.com/dosage/methyldopa.html,"for:




Hypertension


Hypertensive Emergency




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis",,,
PEGASPARGASE,https://www.drugs.com/dosage/pegaspargase.html,"for:




Acute Lymphoblastic Leukemia","for:




Acute Lymphoblastic Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
TIROFIBAN,https://www.drugs.com/dosage/tirofiban.html,"for:




Acute Coronary Syndrome




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
ASCIMINIB,https://www.drugs.com/dosage/asciminib.html,"for:




Chronic Myelogenous Leukemia




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
BARICITINIB,https://www.drugs.com/dosage/baricitinib.html,"for:




Rheumatoid Arthritis


COVID-19


Alopecia","for:




COVID-19




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
MANNITOL,https://www.drugs.com/dosage/mannitol.html,"for:




Oliguria


Cerebral Edema




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
FEBUXOSTAT,https://www.drugs.com/dosage/febuxostat.html,"for:




Gout




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,,
PLERIXAFOR,https://www.drugs.com/dosage/plerixafor.html,"for:




non-Hodgkin's Lymphoma


Multiple Myeloma




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Precautions


Dialysis


Other Comments",,,
METHYLPREDNISOLONE,https://www.drugs.com/dosage/methylprednisolone.html,"for:




Allergic Rhinitis


Keloids


Lichen Planus


Granuloma Annulare


Dermatological Disorders


Psoriasis


Lichen Simplex Chronicus


Dermatologic Lesion


Alopecia


Rheumatoid Arthritis


Adrenogenital Syndrome


Allergic Reaction


Epicondylitis


Synovitis


Acute Gout


Bursitis


Nephrotic Syndrome


Osteoarthritis


Rejection Prophylaxis


Rejection Reversal


Tendonitis


Anti-inflammatory


Neoplastic Diseases


Asthma - Acute


Asthma - Maintenance


Multiple Sclerosis","for:




Nephrotic Syndrome


Rejection Prophylaxis


Rejection Reversal


Anti-inflammatory


Neoplastic Diseases


Asthma - Acute


Asthma - Maintenance


Juvenile Rheumatoid Arthritis


Allergic Reaction


Alopecia


Dermatologic Lesion


Lichen Simplex Chronicus


Psoriasis


Dermatological Disorders


Allergic Urticaria


Granuloma Annulare


Lichen Planus


Keloids




Additional dosage information:




Renal Dose Adjustments


Liver Dose Adjustments


Dose Adjustments


Precautions


Dialysis


Other Comments",,
