Original Name,Search Term
Virad,VIRAD
Trivira,TRIVIRA
Fulvestrant SPC,FULVESTRANT
Nefalgic,NEFALGIC
Oselow,OSELOW
Vitram Film-Coated Tablet,VITRAM
Brukinsa,BRUKINSA
IROREST FCT,IROREST
STRENSIQ,STRENSIQ
Finate,FINATE
Cincet,CINCET
Veval,VEVAL
OCRAN,OCRAN
Urago,URAGO
Tyronib,TYRONIB
Lindacil,LINDACIL
Iylus,IYLUS
Zostivr,ZOSTIVR
Divira,DIVIRA
Squadaion,SQUADAION
Mavilor,MAVILOR
FLORATIL,FLORATIL
NEURODERM,NEURODERM
DENGVAXIA,DENGVAXIA
PXIDONE 1MG F.C.TABLET,PXIDONE
MST Continus 10 mg,MST
IMFINZI 120 mg / 2.4 ml,IMFINZI
Polivy,POLIVY
Levozyrt,LEVOZYRT
Erloz,ERLOZ
Trioltan,TRIOLTAN
KETOTHROM,KETOTHROM
Fulphila,FULPHILA
Tigecycline BOS,TIGECYCLINE
Traxia,TRAXIA
Veltero,VELTERO
Tranexamic acid BOS,TRANEXAMIC
PRENA 15MG/5ML SYRUP,PRENA
Firazyr 30 mg per 3 ml,FIRAZYR
ANTINAL  200 MG CAPSULE,ANTINAL
Pedovex,PEDOVEX
DAPTOMYCIN BOS,DAPTOMYCIN
Qualcox,QUALCOX
Darista,DARISTA
Pexapan,PEXAPAN
Xospata,XOSPATA
Voricet,VORICET
Megval 50 mg per 10 ml,MEGVAL
Relexib,RELEXIB
Migrotan,MIGROTAN
Resilia,RESILIA
Hivera,HIVERA
Bexenta,BEXENTA
Alix,ALIX
Panamol,PANAMOL
Empaveli 1080 mg per 20 ml,EMPAVELI
Starkoprex,STARKOPREX
Rozlytrek,ROZLYTREK
Evrysdi 60 mg/80ml,EVRYSDI
Lojuxta,LOJUXTA
Kepavie,KEPAVIE
Cefepime Amarox,CEFEPIME
Crinone,CRINONE
RELIPAN,RELIPAN
Pretava,PRETAVA
Fedlora,FEDLORA
Midathetic,MIDATHETIC
Fasturtec,FASTURTEC
MONTEK 4 mg,MONTEK
REMOSTA,REMOSTA
Erbitux 100 mg per 20 ml,ERBITUX
KANUMA,KANUMA
Axepta,AXEPTA
LOTEMAX 0.5% GEL,LOTEMAX
HEMABO 24MG/1.2ML,HEMABO
Amstar,AMSTAR
Enstilar,ENSTILAR
JEXT,JEXT
VelExel,VELEXEL
NEUCYTE,NEUCYTE
ENDOSA 2000IU PRE-FILLED SYRINGE,ENDOSA
Aronep,ARONEP
HADLIMA 40MG/0.8ML INJECTION IN PFP,HADLIMA
Avotrene Emulgel,AVOTRENE
Lepica,LEPICA
Ezokamine,EZOKAMINE
Maxique 400 mg / 250 ml Solution For Intravenous Infusion,MAXIQUE
Zavoxa,ZAVOXA
ATIQUIX,ATIQUIX
Amaglime-Met,AMAGLIMEMET
Trepadio,TREPADIO
Kerendia,KERENDIA
Enerzair Breezhaler,ENERZAIR
SHINGRIX,SHINGRIX
Sulmetic,SULMETIC
Emopack,EMOPACK
Pulmirema 0.25 mg,PULMIREMA
Sermitor,SERMITOR
Anidulafungin BOS,ANIDULAFUNGIN
Floristil 250 mg per 5 ml,FLORISTIL
VITAROS 3MG/GM CREAM,VITAROS
VASCEPA 1GM CAPSULE,VASCEPA
Dorius,DORIUS
Increlex 40 mg per 4 ml,INCRELEX
Iohexol PPI,IOHEXOL
Decitabine SPC 50mg for Injection,DECITABINE
RYALTRIS,RYALTRIS
Platica,PLATICA
Nicorette,NICORETTE
Helt,HELT
Vaprena,VAPRENA
Lodiab XR,LODIAB
Baclon,BACLON
Sogroya 10 mg / 1.5 ml,SOGROYA
GLYXAMBI,GLYXAMBI
FEMIC,FEMIC
Serova,SEROVA
Emedan 4 mg / 2 ml,EMEDAN
Defitelio 200 mg per 2.5,DEFITELIO
Verquvo,VERQUVO
ADRIBLASTINA 50MG/25ML VIAL,ADRIBLASTINA
FARMARUBICIN 10MG/5ML INJECTION,FARMARUBICIN
Salocan,SALOCAN
Voriole,VORIOLE
Gizamlo,GIZAMLO
Ultranem,ULTRANEM
LYPFEN,LYPFEN
Jylamvo,JYLAMVO
WinRho SDF Liquid,WINRHO
TRANSLARNA,TRANSLARNA
PANZYGA,PANZYGA
Cartiflex,CARTIFLEX
Exetora 20 mg/4 ml,EXETORA
Adrixa,ADRIXA
Rastor,RASTOR
"ATECTURA 150/160MCG INHALATION POWDER, HARD CAPSULE",ATECTURA
EMLOP 1MG/ML AMPOULE,EMLOP
ELIVE,ELIVE
Tadafect,TADAFECT
Opsumit,OPSUMIT
Ceftazidime Venus,CEFTAZIDIME
Xenor,XENOR
Utrogestan,UTROGESTAN
Afstyla,AFSTYLA
Fenido,FENIDO
Breztri Aerosphere,BREZTRI
Foscarnet BOS,FOSCARNET
TAMFREX,TAMFREX
SOCLAV,SOCLAV
Dacarbazine medac,DACARBAZINE
Retevmo,RETEVMO
Truvelog,TRUVELOG
Suxamethonium Chloride Martindale,SUXAMETHONIUM
Dapazin,DAPAZIN
AKLIEF,AKLIEF
Hizentra 2 g per  10 ml PFS,HIZENTRA
Rosacil,ROSACIL
Tadalo,TADALO
ENOXA,ENOXA
Dapxiga,DAPXIGA
Valgiver,VALGIVER
Staquis,STAQUIS
Xcard,XCARD
Tofibra,TOFIBRA
Dopamine Fresenius 200 mg/5 ml,DOPAMINE
Rydapt 25mg Soft Capsules,RYDAPT
Orziban,ORZIBAN
Thyritol,THYRITOL
Dullarma,DULLARMA
Vesuv,VESUV
Lenvatinib BOS,LENVATINIB
Sitagen,SITAGEN
Zenix,ZENIX
Tigebax,TIGEBAX
PREMABAN,PREMABAN
Buvidal,BUVIDAL
Posacore,POSACORE
Orladeyo,ORLADEYO
BIMZELX,BIMZELX
YUPELRI 175 mcg / 3 ml,YUPELRI
Zolgensma,ZOLGENSMA
Betaquil,BETAQUIL
NABOTA,NABOTA
Vyepti,VYEPTI
Decanta,DECANTA
Iksaront,IKSARONT
Neutra,NEUTRA
Progecta,PROGECTA
Sorafenib BOS,SORAFENIB
Varlin,VARLIN
Wetzo,WETZO
FOVEPTA,FOVEPTA
Phesgo,PHESGO
Rivax,RIVAX
Zolomid,ZOLOMID
SIMLANDI 40MG/0.4ML SOLUTION FOR INJECTION PFS,SIMLANDI
Roneza,RONEZA
EpiPen 300 mcg per 0.3 ml,EPIPEN
Koselugo,KOSELUGO
Rigorixa,RIGORIXA
Seroflo 25/125 inhaler,SEROFLO
Hi-Alfa SR,HIALFA
Tumeeze Oral Emulsion,TUMEEZE
Dacepton,DACEPTON
Ubrelvy,UBRELVY
Cardutrex,CARDUTREX
SPERO,SPERO
Septolete total lemon and honey,SEPTOLETE
Voconza,VOCONZA
Binoven XL,BINOVEN
Grasustek 6 mg per 0.6 ml,GRASUSTEK
Oleovit D3 Oral drops,OLEOVIT
Zercepac,ZERCEPAC
Feromental 100 mg / 5 ml,FEROMENTAL
Bonlevo,BONLEVO
MAACY,MAACY
Taxporin,TAXPORIN
Gemorya,GEMORYA
Kineret,KINERET
Syngro,SYNGRO
TENOVAS,TENOVAS
Apixaban BOS,APIXABAN
PIANKA 50 MG/ 5 ML SYRUP,PIANKA
Cefuroxime-Venus,CEFUROXIMEVENUS
Fermata,FERMATA
Lotrell,LOTRELL
Palot,PALOT
Meliglptin,MELIGLPTIN
Surlex 500 mg / 5 ml,SURLEX
Meligamet 50 m / 1000 mg,MELIGAMET
Suva,SUVA
Apeto,APETO
Rosgan,ROSGAN
Delstrigo,DELSTRIGO
Nolpaza,NOLPAZA
XROMI,XROMI
Geuvid,GEUVID
Teriflunomide BOS,TERIFLUNOMIDE
Olmetrol,OLMETROL
Demsone 10 mg per 5 ml,DEMSONE
Mundell,MUNDELL
Flumazenil PSI,FLUMAZENIL
FASENRA Pen,FASENRA
Sertidep,SERTIDEP
Dopaxol PR,DOPAXOL
Haemate P,HAEMATE
Difen,DIFEN
Osart,OSART
Incell,INCELL
Takidet,TAKIDET
Zodric 5 mg per 100 ml,ZODRIC
Aprizla,APRIZLA
Vyvanse,VYVANSE
Trodelvy,TRODELVY
PROVINDA,PROVINDA
Valgaset,VALGASET
Ruxience 100 mg per 10 ml,RUXIENCE
Thymoglobuline,THYMOGLOBULINE
Pifeltro,PIFELTRO
Xofax,XOFAX
PEDEA 5MG/ML SOLUTION FOR INJECTION,PEDEA
Licarb,LICARB
Enhertu,ENHERTU
LIBSA,LIBSA
Uxorate,UXORATE
Domassel,DOMASSEL
Mounjaro,MOUNJARO
LIPOCOMB,LIPOCOMB
Vigolev,VIGOLEV
Ornivoda,ORNIVODA
Proveblue,PROVEBLUE
Xatiza 60 mg  / 1.5 ml,XATIZA
Oneclapz,ONECLAPZ
Etorigen,ETORIGEN
NORMOSANG,NORMOSANG
Etoruma,ETORUMA
Trijan,TRIJAN
Azithromycin BOS,AZITHROMYCIN
MONTELAIR ORAL GRANULES,MONTELAIR
Plerix,PLERIX
Bivocard,BIVOCARD
Xaluprine,XALUPRINE
Zympass,ZYMPASS
Muxava,MUXAVA
Celenax,CELENAX
Bistonal,BISTONAL
Evrenzo,EVRENZO
Avrolem,AVROLEM
Aminglu,AMINGLU
Naplax,NAPLAX
Sutixib,SUTIXIB
Eletrivaz,ELETRIVAZ
Ponvory  (Initiation pack),PONVORY
Orbactiv,ORBACTIV
Ojox,OJOX
Devasc,DEVASC
LUNIA,LUNIA
Moxiwar,MOXIWAR
Bendokey,BENDOKEY
Fylibix,FYLIBIX
Retebin,RETEBIN
Ryxidal,RYXIDAL
Lanacet,LANACET
Loradeel,LORADEEL
Lotac,LOTAC
Extaq,EXTAQ
DROLINA,DROLINA
Apdx,APDX
Vostifaz,VOSTIFAZ
Carcivor 250 mg per 5 ml,CARCIVOR
Vetam,VETAM
Omezyn Plus,OMEZYN
REZMYG,REZMYG
Cinryze,CINRYZE
Prasido,PRASIDO
Papillio,PAPILLIO
Cholib 145/20,CHOLIB
Fusizone-F,FUSIZONEF
Uptravi 200 mcg titration pack,UPTRAVI
Recarbrio,RECARBRIO
Tigaron,TIGARON
Paxlovid,PAXLOVID
Maxeva,MAXEVA
Tukysa,TUKYSA
NUBEQA,NUBEQA
Prodein Plus,PRODEIN
SAPHNELO 300 mg per 2 ml,SAPHNELO
Inment,INMENT
Adtralza,ADTRALZA
BRAFTOVI,BRAFTOVI
MEKTOVI,MEKTOVI
NGENLA,NGENLA
Ticagrelor SPC F.C. Tablets,TICAGRELOR
TEPADINA,TEPADINA
Ventra,VENTRA
Panpotin,PANPOTIN
Deroxi Liposomal 50 mg per 25 ml,DEROXI
VeraSeal,VERASEAL
FARINOX 20MG/0.2ML SOLUTION FOR INJECTION,FARINOX
Oncaspar,ONCASPAR
Vapir,VAPIR
Scemblix,SCEMBLIX
Orabloc,ORABLOC
Votellaz,VOTELLAZ
Eztyd,EZTYD
Intuniv XR,INTUNIV
Sicfrex,SICFREX
Somavert,SOMAVERT
Aprolin,APROLIN
ARNALTEM,ARNALTEM
Macimit,MACIMIT
Amlovan,AMLOVAN
Imla,IMLA
Flopadex,FLOPADEX
Ricavo,RICAVO
HepaGam B,HEPAGAM
Nurtec,NURTEC
Flexall Ultra,FLEXALL
BioVitin,BIOVITIN
AJOVY,AJOVY
Lumakras,LUMAKRAS
Coxido,COXIDO
Ivonsan,IVONSAN
Vertella,VERTELLA
Vardenafil Eva,VARDENAFIL
ClariSpray Original,CLARISPRAY
Sensityn,SENSITYN
Kolitarda,KOLITARDA
Fumadi,FUMADI
Levar,LEVAR
Furosemide PSI 250 mg per 25 ml,FUROSEMIDE
Vabysmo 6 mg per 0.05 ml,VABYSMO
Yescarta,YESCARTA
Glycelax,GLYCELAX
Tezspire 210 mg per 1.9 ml Pre-filled syringe,TEZSPIRE
Dezeroga,DEZEROGA
CARVYKTI,CARVYKTI
Pratima Trio,PRATIMA
Quenfil,QUENFIL
Lusam,LUSAM
JNESTY,JNESTY
Coguperin 20 mg per  0.2 ml,COGUPERIN
Effyren,EFFYREN
Labirol 100 mg per 20 ml,LABIROL
Milorizast,MILORIZAST
Vaxneuvance,VAXNEUVANCE
Byannli,BYANNLI
Novus,NOVUS
SoiCarby,SOICARBY
Debrex,DEBREX
CIBINQO,CIBINQO
Fenofibrate Ethypharm,FENOFIBRATE
Hulio,HULIO
Adacter,ADACTER
Inogara,INOGARA
Acalabrutinib BOS,ACALABRUTINIB
Apilipx,APILIPX
Clodipan 8 mg and 5mg,CLODIPAN
Rybrevant 350 mg per 7 ml,RYBREVANT
Elfonis 400 mg per 250 ml,ELFONIS
Cekea,CEKEA
Lumify,LUMIFY
Welireg,WELIREG
Evoltra,EVOLTRA
Lomipat,LOMIPAT
Sulbus 60 mg per 10 ml,SULBUS
Pelgraz 6 mg in 0.6 ml,PELGRAZ
Fetazim,FETAZIM
Triplixam,TRIPLIXAM
Tadalafil EVA,TADALAFIL
Cytotec,CYTOTEC
Vabomere,VABOMERE
Albumin SK,ALBUMIN
Tiomist,TIOMIST
Paxas,PAXAS
Polmycol,POLMYCOL
Sumadix 500 per 5 ml Vials,SUMADIX
Paduca 20 mg per 2 ml Vials,PADUCA
Ontruzant,ONTRUZANT
Bleoez,BLEOEZ
Sineo,SINEO
Antopaz,ANTOPAZ
CIDOCOMB,CIDOCOMB
Onstera,ONSTERA
Verotec,VEROTEC
Ranexa,RANEXA
Amleka 100 mg,AMLEKA
Diafor XR,DIAFOR
Allocar,ALLOCAR
Lertiv,LERTIV
Gencebok,GENCEBOK
Pafazin,PAFAZIN
Zodinex,ZODINEX
Azebat,AZEBAT
Spevigo 450 mg per 7.5 ml,SPEVIGO
Pliaglis 15 gram Cream,PLIAGLIS
Donifoxate,DONIFOXATE
LERHASA,LERHASA
Bleomycin Venus,BLEOMYCIN
Nexviazyme,NEXVIAZYME
Zeposia,ZEPOSIA
Esqua,ESQUA
Finjuve,FINJUVE
Pankaine 20 mg per 4 ml,PANKAINE
Xonvea,XONVEA
Aztolyp,AZTOLYP
Wekasurg 200 mg per 2 ml,WEKASURG
Figoya,FIGOYA
Xenpozyme,XENPOZYME
Lintra,LINTRA
Grateziano,GRATEZIANO
Renflexis,RENFLEXIS
Acloran Plus,ACLORAN
Stronyx,STRONYX
Androgel,ANDROGEL
Korsuva,KORSUVA
Ircan 100 mg per 5 ml,IRCAN
Dazaspect,DAZASPECT
Tavneos,TAVNEOS
Xeerun,XEERUN
Vyxeos,VYXEOS
Clofarabine Ratiopharm,CLOFARABINE
Vasrasti,VASRASTI
Everolimus BOS,EVEROLIMUS
Rocaltrol,ROCALTROL
Ticagard,TICAGARD
Flohale,FLOHALE
Valencin,VALENCIN
LIPRO SPRAY 10%,LIPRO
LIVTENCITY,LIVTENCITY
Berinert,BERINERT
Anavalin,ANAVALIN
Voriconazole MCP,VORICONAZOLE
Aquipta,AQUIPTA
Cabitac,CABITAC
Vantag,VANTAG
BICAPROS,BICAPROS
Novalir,NOVALIR
Cenoril,CENORIL
Haemokion,HAEMOKION
Diacerein,DIACEREIN
ROSA,ROSA
Axelus,AXELUS
Lavinda,LAVINDA
Loanta,LOANTA
Tecvayli,TECVAYLI
Liptyn,LIPTYN
Endura,ENDURA
Beyfortus 100 mg per 1 ml,BEYFORTUS
Solfarin,SOLFARIN
Bivalirudin,BIVALIRUDIN
Labetalol PSI 100 mg per 20 ml,LABETALOL
Glandacet,GLANDACET
semglee,SEMGLEE
Myteb,MYTEB
Ravegza 2.3 mg per 0.23 ml,RAVEGZA
Tyenne 80 me per 4 ml,TYENNE
iPAT,IPAT
Adzoy,ADZOY
MASTROCIN,MASTROCIN
Nepexto,NEPEXTO
Acumen,ACUMEN
Arexvy,AREXVY
Paricalcitol Spectro,PARICALCITOL
Andexxa,ANDEXXA
Tepezza,TEPEZZA
DUCRESSA,DUCRESSA
RECOTHROM,RECOTHROM
Ecinq,ECINQ
Eulax,EULAX
Roxban,ROXBAN
Vizarsin,VIZARSIN
Linajent,LINAJENT
Famotidine Amarox,FAMOTIDINE
Opsutin,OPSUTIN
Diaglipt,DIAGLIPT
abroten,ABROTEN
Novanza,NOVANZA
Tqmint,TQMINT
Ralzyo,RALZYO
Fomepizole BOS,FOMEPIZOLE
Cebatix,CEBATIX
Bimatoprost BOS,BIMATOPROST
Busulfan BOS,BUSULFAN
Triova,TRIOVA
Uroleph,UROLEPH
ABRYSVO,ABRYSVO
Eptop,EPTOP
Lunginib,LUNGINIB
Tiotropium Eva,TIOTROPIUM
Nyvepria,NYVEPRIA
Retalex 50 mg per 5 ml,RETALEX
Sotyktu,SOTYKTU
Mucoplexil,MUCOPLEXIL
Minjuvi,MINJUVI
Sudex 500 mg per 5 ml,SUDEX
Fibrosta,FIBROSTA
Juleen,JULEEN
Arify,ARIFY
Jaypirca,JAYPIRCA
Lammalid,LAMMALID
Ravopro,RAVOPRO
Warfarin Macleods,WARFARIN
Propylthiouracil MACLEODS,PROPYLTHIOURACIL
Tenival,TENIVAL
Sedafol,SEDAFOL
Trumavar,TRUMAVAR
VERKAZIA,VERKAZIA
ARIKAYCE,ARIKAYCE
Haegarda,HAEGARDA
Lornoxicam- GPI,LORNOXICAM
Ataben,ATABEN
Camzyos,CAMZYOS
Jemperli,JEMPERLI
KRABEVA 100 per 4 ml,KRABEVA
Idelvion,IDELVION
Etalon 0.25 mg per 5 ml,ETALON
Propofol - Lipuro 1000 mg per 50 ml,PROPOFOL
Calquence,CALQUENCE
Bylvay,BYLVAY
Bastix,BASTIX
Zelyssa 18 mg per 3 ml,ZELYSSA
Evonanz 18 mg per 3 ml,EVONANZ
Ambiful 250 mg per 5 ml,AMBIFUL
SUNLENCA,SUNLENCA
Racitam,RACITAM
Cymbatex,CYMBATEX
Olmy,OLMY
Vasopressin BOS,VASOPRESSIN
Cryptario,CRYPTARIO
PORENZA,PORENZA
Hydroxychloroquine SAJA,HYDROXYCHLOROQUINE
Pabrolib,PABROLIB
Sesmo,SESMO
Redunix 100 mg per 20 ml,REDUNIX
Specrodoce,SPECRODOCE
Nervamine,NERVAMINE
trolac,TROLAC
Akeega,AKEEGA
Cuprtin,CUPRTIN
Locain,LOCAIN
Stamagen,STAMAGEN
Ensutine,ENSUTINE
Teralas,TERALAS
CEVENFACTA,CEVENFACTA
Cabozantinib BOS,CABOZANTINIB
Tepkinly,TEPKINLY
Daglozin,DAGLOZIN
Epiduo Forte,EPIDUO
Vizoden,VIZODEN
NERLYNX,NERLYNX
Avogesic,AVOGESIC
Ultavan,ULTAVAN
Levogand,LEVOGAND
JARDIANCE 10 mg film-coated tablet,JARDIANCE
Docrosa,DOCROSA
Azafor,AZAFOR
Penmat,PENMAT
Elbag,ELBAG
Rezurock,REZUROCK
Ultasil,ULTASIL
Nuvessa,NUVESSA
Concentia,CONCENTIA
Mictonorm XL,MICTONORM
Trovapt,TROVAPT
Trisuva,TRISUVA
Lidapro,LIDAPRO
Sita,SITA
Hyponal,HYPONAL
ELZONRIS,ELZONRIS
Malaquon,MALAQUON
Ligra,LIGRA
Foscavir,FOSCAVIR
Tulepsy,TULEPSY
SITAVIA,SITAVIA
Tymlos,TYMLOS
PLUVICTO,PLUVICTO
Empagliflozin SPC,EMPAGLIFLOZIN
Fludarabine Phosphate Neapolis,FLUDARABINE
BLUM D,BLUM
Rosol,ROSOL
Tralix,TRALIX
Sprynat,SPRYNAT
Tugatev,TUGATEV
Onivyde pegylated liposomal,ONIVYDE
Aripro,ARIPRO
Vresq,VRESQ
Ortyka,ORTYKA
sirolimus,SIROLIMUS
Peditrace,PEDITRACE
CANGIN,CANGIN
Gavomeg,GAVOMEG
Posazox,POSAZOX
Uridisitol,URIDISITOL
Mofecon-DR,MOFECONDR
Prestoprix Plus,PRESTOPRIX
ROCLANDA,ROCLANDA
Siromune,SIROMUNE
Taycan,TAYCAN
Paraxon,PARAXON
Cytomag,CYTOMAG
Conestal,CONESTAL
Sapropterin Amarox,SAPROPTERIN
Rufzel,RUFZEL
Gliptus,GLIPTUS
Erelzi,ERELZI
Ondavell,ONDAVELL
Gripdi,GRIPDI
Litfulo,LITFULO
Atomibe,ATOMIBE
DASATINIB NEAPOLIS,DASATINIB
BEKEMV,BEKEMV
Matroda,MATRODA
Sitavic,SITAVIC
Revestive,REVESTIVE
Haemocomplettan P,HAEMOCOMPLETTAN
Bilvardi,BILVARDI
Muscodex,MUSCODEX
Penovar,PENOVAR
Tavlesse,TAVLESSE
Saventi,SAVENTI
Cetraxal plus,CETRAXAL
Dormidex,DORMIDEX
Tonall,TONALL
Cimuquit,CIMUQUIT
VECANZOL,VECANZOL
Timard,TIMARD
Arthfre,ARTHFRE
Baqsimi,BAQSIMI
ROVASTIN,ROVASTIN
TEOSYAL ULTRA DEEP,TEOSYAL
Evanthia,EVANTHIA
Auralya,AURALYA
Restomap,RESTOMAP
Oseltamivir PPI,OSELTAMIVIR
Provecta,PROVECTA
Glitamomet,GLITAMOMET
CALIVERA,CALIVERA
Perinam,PERINAM
Soliris,SOLIRIS
Flamotal 600 mg,FLAMOTAL
Altan,ALTAN
Duvalsa,DUVALSA
Famodine,FAMODINE
Vtreat,VTREAT
Salitav,SALITAV
Prokitav,PROKITAV
Treprostinil Tillomed,TREPROSTINIL
Fluzone High Dose Quadrivalent,FLUZONE
Padcev,PADCEV
Sondelbay,SONDELBAY
Enrylaze,ENRYLAZE
Posenox,POSENOX
Cefuroxime-Kotra,CEFUROXIMEKOTRA
Racad,RACAD
VIRLAIO,VIRLAIO
Relavers,RELAVERS
Eranza,ERANZA
Voydeya,VOYDEYA
Rovanzy,ROVANZY
Lyumjev Tempo Pen,LYUMJEV
Parlotin,PARLOTIN
Laperto,LAPERTO
Glipza,GLIPZA
Lotinil,LOTINIL
CRONOXAM PLUS,CRONOXAM
Sola D3,SOLA
Bicalutamide Pharmacare,BICALUTAMIDE
Selenium Aguettant,SELENIUM
Casgevy,CASGEVY
Capitan,CAPITAN
Dexorolin,DEXOROLIN
Caffate,CAFFATE
Octreotide BOS,OCTREOTIDE
Fibryga,FIBRYGA
Pentix,PENTIX
Xadago,XADAGO
VYZULTA,VYZULTA
Ambracy,AMBRACY
Enzular,ENZULAR
Byraza Plus,BYRAZA
Lignox,LIGNOX
Antagra,ANTAGRA
Ravac,RAVAC
Sugmastad,SUGMASTAD
Comirnaty JN.1,COMIRNATY
Fenobat,FENOBAT
ETOPOSIDE-VENUS,ETOPOSIDEVENUS
Wegovy,WEGOVY
SACVALY,SACVALY
DAYVIGO,DAYVIGO
Norditropin FlexPro,NORDITROPIN
Movapo,MOVAPO
Meteospasmyl,METEOSPASMYL
Acetazolamide,ACETAZOLAMIDE
skyclarys,SKYCLARYS
Zextro,ZEXTRO
jodaxed,JODAXED
Aubomide,AUBOMIDE
Capgin,CAPGIN
Oxintel,OXINTEL
Tofaci,TOFACI
Sitamend,SITAMEND
Acumig,ACUMIG
Lexipia,LEXIPIA
baclocan,BACLOCAN
Nilo,NILO
Plasma-Lyte 148 (pH 7.4) and Glucose 5% w/v,PLASMALYTE
Polygynax,POLYGYNAX
Cotrax,COTRAX
Alatript,ALATRIPT
Brevie,BREVIE
Speranta,SPERANTA
Vumerity,VUMERITY
Elrexfio,ELREXFIO
Bloka,BLOKA
Dimex,DIMEX
Filozad,FILOZAD
Rezzayo,REZZAYO
Hemgenix,HEMGENIX
Mycophenolate Mofetil Marcan,MYCOPHENOLATE
Soluvit N,SOLUVIT
Paclitaxel Kabi,PACLITAXEL
Imjudo,IMJUDO
Yuflyma,YUFLYMA
Dexrofex,DEXROFEX
Clodreb,CLODREB
Olaparib BOS,OLAPARIB
Sitfort,SITFORT
Fluxetyl,FLUXETYL
Dunarez,DUNAREZ
Sugammadex Kabi,SUGAMMADEX
Oxytocin EVER Pharma,OXYTOCIN
Donfer,DONFER
Sitaglu,SITAGLU
Quillivant XR,QUILLIVANT
Bindolent,BINDOLENT
Senso,SENSO
Epirelefan,EPIRELEFAN
Hydralazine Sciegen,HYDRALAZINE
Cisatracurium BOS,CISATRACURIUM
TEGECEN,TEGECEN
Amilian,AMILIAN
Tzield,TZIELD
Ebglyss,EBGLYSS
Amvuttra,AMVUTTRA
Ocuotan Plus,OCUOTAN
LAXIRA,LAXIRA
Arsenic Trioxide,ARSENIC
Restain,RESTAIN
Falofil,FALOFIL
Imuldosa,IMULDOSA
Columvi,COLUMVI
Spikevax XBB,SPIKEVAX
Volcardy Plus,VOLCARDY
Talvey,TALVEY
Winrevair,WINREVAIR
Truqap,TRUQAP
Promazi,PROMAZI
Acura,ACURA
Docetere,DOCETERE
Pinolanz,PINOLANZ
Amiroic,AMIROIC
Itranox,ITRANOX
Toxefro,TOXEFRO
Tagbro,TAGBRO
Tyruko,TYRUKO
Varenya,VARENYA
Inveris,INVERIS
Zylinamet,ZYLINAMET
Closa,CLOSA
ORSERDU,ORSERDU
Tecartus,TECARTUS
Filsuvez gel,FILSUVEZ
MenQuadfi,MENQUADFI
Ticaglob,TICAGLOB
BAGENTA,BAGENTA
Marvi,MARVI
Briglor,BRIGLOR
Olmexa Plus,OLMEXA
Monovira,MONOVIRA
Solitract Plus,SOLITRACT
Lacosamide QO,LACOSAMIDE
Empamac Met,EMPAMAC
Xitamet,XITAMET
Toycin,TOYCIN
Tasylev,TASYLEV
Stenar,STENAR
Oxlumo,OXLUMO
Malsy,MALSY
Locovab,LOCOVAB
Jakenz,JAKENZ
IMCIVREE,IMCIVREE
Fomicyt,FOMICYT
Glycimille,GLYCIMILLE
Polmena,POLMENA
Barolex,BAROLEX
Lenzal,LENZAL
Catafenac,CATAFENAC
Sunitinib Pharmacare,SUNITINIB
Azitromicina Azevedos,AZITROMICINA
Glucose-Na-K Baxter 50 mg/mL,GLUCOSENAK
Epysqli,EPYSQLI
Esoxo,ESOXO
Vegzelma,VEGZELMA
Lijen,LIJEN
OLYMA,OLYMA
Forsdapa,FORSDAPA
Leracet,LERACET
BENDAMUSTINE-VENUS,BENDAMUSTINEVENUS
Palpocent,PALPOCENT
EMBA,EMBA
Dolutegravir Eva,DOLUTEGRAVIR
Eribulin BOS,ERIBULIN
clopidogrel ALH,CLOPIDOGREL
Abetyl,ABETYL
Sitagia,SITAGIA
Nintib,NINTIB
RINOMEL,RINOMEL
Olesten,OLESTEN
Vascorin,VASCORIN
Liv-Gamma,LIVGAMMA
Zolabri,ZOLABRI
Lazcluze,LAZCLUZE
Solitrol,SOLITROL
Coduro,CODURO
EZIUM,EZIUM
Dapagloz,DAPAGLOZ
Pulmistad,PULMISTAD
Amelivu,AMELIVU
Celavas,CELAVAS
Cystadane,CYSTADANE
Raltavir,RALTAVIR
Lidolinz,LIDOLINZ
NTARIBZ,NTARIBZ
SITAJUB,SITAJUB
Ruconest,RUCONEST
VELOMAXTO,VELOMAXTO
Glynta,GLYNTA
JECTIRON,JECTIRON
Restorica - D3,RESTORICA
Losapil,LOSAPIL
Ucedane,UCEDANE
Welldorm Elixir,WELLDORM
Survilor,SURVILOR
chinasi,CHINASI
Cladribine Atnahs,CLADRIBINE
Dapagliflozin Evapharma,DAPAGLIFLOZIN
Leqembi,LEQEMBI
PIRDONE,PIRDONE
Letno,LETNO
Renulib,RENULIB
Verapamil QO,VERAPAMIL
Razapena,RAZAPENA
Mydrane,MYDRANE
Vometron,VOMETRON
Experta,EXPERTA
Glycopyrrolate Amarox,GLYCOPYRROLATE
OMFENTRY,OMFENTRY
Sitavia-MET,SITAVIAMET
Wainua,WAINUA
Veslo,VESLO
Sibnayal,SIBNAYAL
Pyrukynd,PYRUKYND
Digatra,DIGATRA
Ferrous Fumarate,FERROUS
Domito,DOMITO
TIBSOVO,TIBSOVO
Tepmetko,TEPMETKO
TRASPOR,TRASPOR
Cetal,CETAL
Lutigest,LUTIGEST
PHYSIONEAL 40 Glucose,PHYSIONEAL
MARZOMO,MARZOMO
